nome,votos,hora,apurado,proporcao
CIRO GOMES,3.05,21:40:05,97.77,298.1985
SORAYA THRONICKE,0.51,21:40:05,97.77,49.8627
FELIPE D&apos;AVILA,0.48,21:40:05,97.77,46.92959999999999
PADRE KELMON,0.07,21:40:05,97.77,6.8439000000000005
LÉO PÉRICLES,0.05,21:40:05,97.77,4.8885000000000005
SOFIA MANZANO,0.04,21:40:05,97.77,3.9108
VERA,0.02,21:40:05,97.77,1.9554
CONSTITUINTE EYMAEL,0.01,21:40:05,97.77,0.9777
LULA,47.98,21:40:05,97.77,4691.004599999999
JAIR BOLSONARO,43.59,21:40:05,97.77,4261.7943000000005
SIMONE TEBET,4.2,21:40:05,97.77,410.634
CIRO GOMES,3.05,21:40:05,97.77,298.1985
SORAYA THRONICKE,0.51,21:40:05,97.77,49.8627
FELIPE D&apos;AVILA,0.48,21:40:05,97.77,46.92959999999999
PADRE KELMON,0.07,21:40:05,97.77,6.8439000000000005
LÉO PÉRICLES,0.05,21:40:05,97.77,4.8885000000000005
SOFIA MANZANO,0.04,21:40:05,97.77,3.9108
VERA,0.02,21:40:05,97.77,1.9554
CONSTITUINTE EYMAEL,0.01,21:40:05,97.77,0.9777
LULA,47.98,21:40:05,97.77,4691.004599999999
JAIR BOLSONARO,43.59,21:40:05,97.77,4261.7943000000005
SIMONE TEBET,4.2,21:40:05,97.77,410.634
CIRO GOMES,3.05,21:40:05,97.77,298.1985
SORAYA THRONICKE,0.51,21:40:05,97.77,49.8627
FELIPE D&apos;AVILA,0.48,21:40:05,97.77,46.92959999999999
PADRE KELMON,0.07,21:40:05,97.77,6.8439000000000005
LÉO PÉRICLES,0.05,21:40:05,97.77,4.8885000000000005
SOFIA MANZANO,0.04,21:40:05,97.77,3.9108
VERA,0.02,21:40:05,97.77,1.9554
CONSTITUINTE EYMAEL,0.01,21:40:05,97.77,0.9777
LULA,47.98,21:40:05,97.77,4691.004599999999
JAIR BOLSONARO,43.59,21:40:05,97.77,4261.7943000000005
SIMONE TEBET,4.2,21:40:05,97.77,410.634
CIRO GOMES,3.05,21:40:05,97.77,298.1985
SORAYA THRONICKE,0.51,21:40:05,97.77,49.8627
FELIPE D&apos;AVILA,0.48,21:40:05,97.77,46.92959999999999
PADRE KELMON,0.07,21:40:05,97.77,6.8439000000000005
LÉO PÉRICLES,0.05,21:40:05,97.77,4.8885000000000005
SOFIA MANZANO,0.04,21:40:05,97.77,3.9108
VERA,0.02,21:40:05,97.77,1.9554
CONSTITUINTE EYMAEL,0.01,21:40:05,97.77,0.9777
LULA,47.99,21:42:38,97.86,4696.3014
JAIR BOLSONARO,43.57,21:42:38,97.86,4263.7602
SIMONE TEBET,4.2,21:42:38,97.86,411.012
CIRO GOMES,3.05,21:42:38,97.86,298.473
SORAYA THRONICKE,0.51,21:42:38,97.86,49.9086
FELIPE D&apos;AVILA,0.48,21:42:38,97.86,46.9728
PADRE KELMON,0.07,21:42:38,97.86,6.850200000000001
LÉO PÉRICLES,0.05,21:42:38,97.86,4.893000000000001
SOFIA MANZANO,0.04,21:42:38,97.86,3.9144
VERA,0.02,21:42:38,97.86,1.9572
CONSTITUINTE EYMAEL,0.01,21:42:38,97.86,0.9786
LULA,47.99,21:42:38,97.86,4696.3014
JAIR BOLSONARO,43.57,21:42:38,97.86,4263.7602
SIMONE TEBET,4.2,21:42:38,97.86,411.012
CIRO GOMES,3.05,21:42:38,97.86,298.473
SORAYA THRONICKE,0.51,21:42:38,97.86,49.9086
FELIPE D&apos;AVILA,0.48,21:42:38,97.86,46.9728
PADRE KELMON,0.07,21:42:38,97.86,6.850200000000001
LÉO PÉRICLES,0.05,21:42:38,97.86,4.893000000000001
SOFIA MANZANO,0.04,21:42:38,97.86,3.9144
VERA,0.02,21:42:38,97.86,1.9572
CONSTITUINTE EYMAEL,0.01,21:42:38,97.86,0.9786
LULA,47.99,21:42:38,97.86,4696.3014
JAIR BOLSONARO,43.57,21:42:38,97.86,4263.7602
SIMONE TEBET,4.2,21:42:38,97.86,411.012
CIRO GOMES,3.05,21:42:38,97.86,298.473
SORAYA THRONICKE,0.51,21:42:38,97.86,49.9086
FELIPE D&apos;AVILA,0.48,21:42:38,97.86,46.9728
PADRE KELMON,0.07,21:42:38,97.86,6.850200000000001
LÉO PÉRICLES,0.05,21:42:38,97.86,4.893000000000001
SOFIA MANZANO,0.04,21:42:38,97.86,3.9144
VERA,0.02,21:42:38,97.86,1.9572
CONSTITUINTE EYMAEL,0.01,21:42:38,97.86,0.9786
LULA,47.99,21:42:38,97.86,4696.3014
JAIR BOLSONARO,43.57,21:42:38,97.86,4263.7602
SIMONE TEBET,4.2,21:42:38,97.86,411.012
CIRO GOMES,3.05,21:42:38,97.86,298.473
SORAYA THRONICKE,0.51,21:42:38,97.86,49.9086
FELIPE D&apos;AVILA,0.48,21:42:38,97.86,46.9728
PADRE KELMON,0.07,21:42:38,97.86,6.850200000000001
LÉO PÉRICLES,0.05,21:42:38,97.86,4.893000000000001
SOFIA MANZANO,0.04,21:42:38,97.86,3.9144
VERA,0.02,21:42:38,97.86,1.9572
CONSTITUINTE EYMAEL,0.01,21:42:38,97.86,0.9786
LULA,48.0,21:43:47,97.93,4700.64
JAIR BOLSONARO,43.57,21:43:47,97.93,4266.810100000001
SIMONE TEBET,4.2,21:43:47,97.93,411.306
CIRO GOMES,3.05,21:43:47,97.93,298.6865
SORAYA THRONICKE,0.51,21:43:47,97.93,49.944300000000005
FELIPE D&apos;AVILA,0.48,21:43:47,97.93,47.0064
PADRE KELMON,0.07,21:43:47,97.93,6.855100000000001
LÉO PÉRICLES,0.05,21:43:47,97.93,4.8965000000000005
SOFIA MANZANO,0.04,21:43:47,97.93,3.9172
VERA,0.02,21:43:47,97.93,1.9586
CONSTITUINTE EYMAEL,0.01,21:43:47,97.93,0.9793
LULA,48.0,21:43:47,97.93,4700.64
JAIR BOLSONARO,43.57,21:43:47,97.93,4266.810100000001
SIMONE TEBET,4.2,21:43:47,97.93,411.306
CIRO GOMES,3.05,21:43:47,97.93,298.6865
SORAYA THRONICKE,0.51,21:43:47,97.93,49.944300000000005
FELIPE D&apos;AVILA,0.48,21:43:47,97.93,47.0064
PADRE KELMON,0.07,21:43:47,97.93,6.855100000000001
LÉO PÉRICLES,0.05,21:43:47,97.93,4.8965000000000005
SOFIA MANZANO,0.04,21:43:47,97.93,3.9172
VERA,0.02,21:43:47,97.93,1.9586
CONSTITUINTE EYMAEL,0.01,21:43:47,97.93,0.9793
LULA,48.01,21:45:39,97.99,4704.4999
JAIR BOLSONARO,43.56,21:45:39,97.99,4268.4444
SIMONE TEBET,4.2,21:45:39,97.99,411.558
CIRO GOMES,3.05,21:45:39,97.99,298.8695
SORAYA THRONICKE,0.51,21:45:39,97.99,49.9749
FELIPE D&apos;AVILA,0.48,21:45:39,97.99,47.0352
PADRE KELMON,0.07,21:45:39,97.99,6.8593
LÉO PÉRICLES,0.05,21:45:39,97.99,4.8995
SOFIA MANZANO,0.04,21:45:39,97.99,3.9196
VERA,0.02,21:45:39,97.99,1.9598
CONSTITUINTE EYMAEL,0.01,21:45:39,97.99,0.9799
LULA,48.01,21:45:39,97.99,4704.4999
JAIR BOLSONARO,43.56,21:45:39,97.99,4268.4444
SIMONE TEBET,4.2,21:45:39,97.99,411.558
CIRO GOMES,3.05,21:45:39,97.99,298.8695
SORAYA THRONICKE,0.51,21:45:39,97.99,49.9749
FELIPE D&apos;AVILA,0.48,21:45:39,97.99,47.0352
PADRE KELMON,0.07,21:45:39,97.99,6.8593
LÉO PÉRICLES,0.05,21:45:39,97.99,4.8995
SOFIA MANZANO,0.04,21:45:39,97.99,3.9196
VERA,0.02,21:45:39,97.99,1.9598
CONSTITUINTE EYMAEL,0.01,21:45:39,97.99,0.9799
LULA,48.02,21:46:18,98.04,4707.880800000001
JAIR BOLSONARO,43.55,21:46:18,98.04,4269.642
SIMONE TEBET,4.2,21:46:18,98.04,411.768
CIRO GOMES,3.05,21:46:18,98.04,299.022
SORAYA THRONICKE,0.51,21:46:18,98.04,50.000400000000006
FELIPE D&apos;AVILA,0.48,21:46:18,98.04,47.0592
PADRE KELMON,0.07,21:46:18,98.04,6.862800000000001
LÉO PÉRICLES,0.05,21:46:18,98.04,4.902000000000001
SOFIA MANZANO,0.04,21:46:18,98.04,3.9216
VERA,0.02,21:46:18,98.04,1.9608
CONSTITUINTE EYMAEL,0.01,21:46:18,98.04,0.9804
LULA,48.03,21:47:18,98.08,4710.7824
JAIR BOLSONARO,43.54,21:47:18,98.08,4270.4032
SIMONE TEBET,4.2,21:47:18,98.08,411.936
CIRO GOMES,3.05,21:47:18,98.08,299.144
SORAYA THRONICKE,0.51,21:47:18,98.08,50.0208
FELIPE D&apos;AVILA,0.48,21:47:18,98.08,47.0784
PADRE KELMON,0.07,21:47:18,98.08,6.865600000000001
LÉO PÉRICLES,0.05,21:47:18,98.08,4.904
SOFIA MANZANO,0.04,21:47:18,98.08,3.9232
VERA,0.02,21:47:18,98.08,1.9616
CONSTITUINTE EYMAEL,0.01,21:47:18,98.08,0.9808
LULA,48.03,21:47:18,98.08,4710.7824
JAIR BOLSONARO,43.54,21:47:18,98.08,4270.4032
SIMONE TEBET,4.2,21:47:18,98.08,411.936
CIRO GOMES,3.05,21:47:18,98.08,299.144
SORAYA THRONICKE,0.51,21:47:18,98.08,50.0208
FELIPE D&apos;AVILA,0.48,21:47:18,98.08,47.0784
PADRE KELMON,0.07,21:47:18,98.08,6.865600000000001
LÉO PÉRICLES,0.05,21:47:18,98.08,4.904
SOFIA MANZANO,0.04,21:47:18,98.08,3.9232
VERA,0.02,21:47:18,98.08,1.9616
CONSTITUINTE EYMAEL,0.01,21:47:18,98.08,0.9808
LULA,48.03,21:47:18,98.08,4710.7824
JAIR BOLSONARO,43.54,21:47:18,98.08,4270.4032
SIMONE TEBET,4.2,21:47:18,98.08,411.936
CIRO GOMES,3.05,21:47:18,98.08,299.144
SORAYA THRONICKE,0.51,21:47:18,98.08,50.0208
FELIPE D&apos;AVILA,0.48,21:47:18,98.08,47.0784
PADRE KELMON,0.07,21:47:18,98.08,6.865600000000001
LÉO PÉRICLES,0.05,21:47:18,98.08,4.904
SOFIA MANZANO,0.04,21:47:18,98.08,3.9232
VERA,0.02,21:47:18,98.08,1.9616
CONSTITUINTE EYMAEL,0.01,21:47:18,98.08,0.9808
LULA,48.03,21:47:18,98.08,4710.7824
JAIR BOLSONARO,43.54,21:47:18,98.08,4270.4032
SIMONE TEBET,4.2,21:47:18,98.08,411.936
CIRO GOMES,3.05,21:47:18,98.08,299.144
SORAYA THRONICKE,0.51,21:47:18,98.08,50.0208
FELIPE D&apos;AVILA,0.48,21:47:18,98.08,47.0784
PADRE KELMON,0.07,21:47:18,98.08,6.865600000000001
LÉO PÉRICLES,0.05,21:47:18,98.08,4.904
SOFIA MANZANO,0.04,21:47:18,98.08,3.9232
VERA,0.02,21:47:18,98.08,1.9616
CONSTITUINTE EYMAEL,0.01,21:47:18,98.08,0.9808
LULA,48.04,21:48:35,98.14,4714.6456
JAIR BOLSONARO,43.54,21:48:35,98.14,4273.0156
SIMONE TEBET,4.2,21:48:35,98.14,412.1880000000001
CIRO GOMES,3.05,21:48:35,98.14,299.327
SORAYA THRONICKE,0.51,21:48:35,98.14,50.0514
FELIPE D&apos;AVILA,0.48,21:48:35,98.14,47.1072
PADRE KELMON,0.07,21:48:35,98.14,6.869800000000001
LÉO PÉRICLES,0.05,21:48:35,98.14,4.907
SOFIA MANZANO,0.04,21:48:35,98.14,3.9256
VERA,0.02,21:48:35,98.14,1.9628
CONSTITUINTE EYMAEL,0.01,21:48:35,98.14,0.9814
LULA,48.05,21:49:25,98.18,4717.549
JAIR BOLSONARO,43.53,21:49:25,98.18,4273.7754
SIMONE TEBET,4.2,21:49:25,98.18,412.3560000000001
CIRO GOMES,3.05,21:49:25,98.18,299.449
SORAYA THRONICKE,0.51,21:49:25,98.18,50.0718
FELIPE D&apos;AVILA,0.48,21:49:25,98.18,47.1264
PADRE KELMON,0.07,21:49:25,98.18,6.872600000000001
LÉO PÉRICLES,0.05,21:49:25,98.18,4.909000000000001
SOFIA MANZANO,0.04,21:49:25,98.18,3.927200000000001
VERA,0.02,21:49:25,98.18,1.9636
CONSTITUINTE EYMAEL,0.01,21:49:25,98.18,0.9818
LULA,48.05,21:49:25,98.18,4717.549
JAIR BOLSONARO,43.53,21:49:25,98.18,4273.7754
SIMONE TEBET,4.2,21:49:25,98.18,412.3560000000001
CIRO GOMES,3.05,21:49:25,98.18,299.449
SORAYA THRONICKE,0.51,21:49:25,98.18,50.0718
FELIPE D&apos;AVILA,0.48,21:49:25,98.18,47.1264
PADRE KELMON,0.07,21:49:25,98.18,6.872600000000001
LÉO PÉRICLES,0.05,21:49:25,98.18,4.909000000000001
SOFIA MANZANO,0.04,21:49:25,98.18,3.927200000000001
VERA,0.02,21:49:25,98.18,1.9636
CONSTITUINTE EYMAEL,0.01,21:49:25,98.18,0.9818
LULA,48.05,21:49:25,98.18,4717.549
JAIR BOLSONARO,43.53,21:49:25,98.18,4273.7754
SIMONE TEBET,4.2,21:49:25,98.18,412.3560000000001
CIRO GOMES,3.05,21:49:25,98.18,299.449
SORAYA THRONICKE,0.51,21:49:25,98.18,50.0718
FELIPE D&apos;AVILA,0.48,21:49:25,98.18,47.1264
PADRE KELMON,0.07,21:49:25,98.18,6.872600000000001
LÉO PÉRICLES,0.05,21:49:25,98.18,4.909000000000001
SOFIA MANZANO,0.04,21:49:25,98.18,3.927200000000001
VERA,0.02,21:49:25,98.18,1.9636
CONSTITUINTE EYMAEL,0.01,21:49:25,98.18,0.9818
LULA,48.05,21:50:50,98.21,4718.990499999999
JAIR BOLSONARO,43.52,21:50:50,98.21,4274.0992
SIMONE TEBET,4.19,21:50:50,98.21,411.4999
CIRO GOMES,3.05,21:50:50,98.21,299.54049999999995
SORAYA THRONICKE,0.51,21:50:50,98.21,50.0871
FELIPE D&apos;AVILA,0.48,21:50:50,98.21,47.1408
PADRE KELMON,0.07,21:50:50,98.21,6.8747
LÉO PÉRICLES,0.05,21:50:50,98.21,4.9105
SOFIA MANZANO,0.04,21:50:50,98.21,3.9284
VERA,0.02,21:50:50,98.21,1.9642
CONSTITUINTE EYMAEL,0.01,21:50:50,98.21,0.9821
LULA,48.05,21:50:50,98.21,4718.990499999999
JAIR BOLSONARO,43.52,21:50:50,98.21,4274.0992
SIMONE TEBET,4.19,21:50:50,98.21,411.4999
CIRO GOMES,3.05,21:50:50,98.21,299.54049999999995
SORAYA THRONICKE,0.51,21:50:50,98.21,50.0871
FELIPE D&apos;AVILA,0.48,21:50:50,98.21,47.1408
PADRE KELMON,0.07,21:50:50,98.21,6.8747
LÉO PÉRICLES,0.05,21:50:50,98.21,4.9105
SOFIA MANZANO,0.04,21:50:50,98.21,3.9284
VERA,0.02,21:50:50,98.21,1.9642
CONSTITUINTE EYMAEL,0.01,21:50:50,98.21,0.9821
LULA,48.06,21:51:58,98.26,4722.3756
JAIR BOLSONARO,43.52,21:51:58,98.26,4276.275200000001
SIMONE TEBET,4.19,21:51:58,98.26,411.7094000000001
CIRO GOMES,3.05,21:51:58,98.26,299.693
SORAYA THRONICKE,0.51,21:51:58,98.26,50.1126
FELIPE D&apos;AVILA,0.48,21:51:58,98.26,47.1648
PADRE KELMON,0.07,21:51:58,98.26,6.878200000000001
LÉO PÉRICLES,0.05,21:51:58,98.26,4.913
SOFIA MANZANO,0.04,21:51:58,98.26,3.9304
VERA,0.02,21:51:58,98.26,1.9652
CONSTITUINTE EYMAEL,0.01,21:51:58,98.26,0.9826
LULA,48.06,21:51:58,98.26,4722.3756
JAIR BOLSONARO,43.52,21:51:58,98.26,4276.275200000001
SIMONE TEBET,4.19,21:51:58,98.26,411.7094000000001
CIRO GOMES,3.05,21:51:58,98.26,299.693
SORAYA THRONICKE,0.51,21:51:58,98.26,50.1126
FELIPE D&apos;AVILA,0.48,21:51:58,98.26,47.1648
PADRE KELMON,0.07,21:51:58,98.26,6.878200000000001
LÉO PÉRICLES,0.05,21:51:58,98.26,4.913
SOFIA MANZANO,0.04,21:51:58,98.26,3.9304
VERA,0.02,21:51:58,98.26,1.9652
CONSTITUINTE EYMAEL,0.01,21:51:58,98.26,0.9826
LULA,48.07,21:52:53,98.3,4725.281
JAIR BOLSONARO,43.51,21:52:53,98.3,4277.032999999999
SIMONE TEBET,4.19,21:52:53,98.3,411.877
CIRO GOMES,3.05,21:52:53,98.3,299.815
SORAYA THRONICKE,0.51,21:52:53,98.3,50.133
FELIPE D&apos;AVILA,0.48,21:52:53,98.3,47.184
PADRE KELMON,0.07,21:52:53,98.3,6.881
LÉO PÉRICLES,0.05,21:52:53,98.3,4.915
SOFIA MANZANO,0.04,21:52:53,98.3,3.932
VERA,0.02,21:52:53,98.3,1.966
CONSTITUINTE EYMAEL,0.01,21:52:53,98.3,0.983
LULA,48.07,21:52:53,98.3,4725.281
JAIR BOLSONARO,43.51,21:52:53,98.3,4277.032999999999
SIMONE TEBET,4.19,21:52:53,98.3,411.877
CIRO GOMES,3.05,21:52:53,98.3,299.815
SORAYA THRONICKE,0.51,21:52:53,98.3,50.133
FELIPE D&apos;AVILA,0.48,21:52:53,98.3,47.184
PADRE KELMON,0.07,21:52:53,98.3,6.881
LÉO PÉRICLES,0.05,21:52:53,98.3,4.915
SOFIA MANZANO,0.04,21:52:53,98.3,3.932
VERA,0.02,21:52:53,98.3,1.966
CONSTITUINTE EYMAEL,0.01,21:52:53,98.3,0.983
LULA,48.07,21:54:06,98.35,4727.684499999999
JAIR BOLSONARO,43.51,21:54:06,98.35,4279.2085
SIMONE TEBET,4.19,21:54:06,98.35,412.0865
CIRO GOMES,3.05,21:54:06,98.35,299.9675
SORAYA THRONICKE,0.51,21:54:06,98.35,50.1585
FELIPE D&apos;AVILA,0.48,21:54:06,98.35,47.208
PADRE KELMON,0.07,21:54:06,98.35,6.8845
LÉO PÉRICLES,0.05,21:54:06,98.35,4.9175
SOFIA MANZANO,0.04,21:54:06,98.35,3.934
VERA,0.02,21:54:06,98.35,1.967
CONSTITUINTE EYMAEL,0.01,21:54:06,98.35,0.9835
LULA,48.07,21:54:06,98.35,4727.684499999999
JAIR BOLSONARO,43.51,21:54:06,98.35,4279.2085
SIMONE TEBET,4.19,21:54:06,98.35,412.0865
CIRO GOMES,3.05,21:54:06,98.35,299.9675
SORAYA THRONICKE,0.51,21:54:06,98.35,50.1585
FELIPE D&apos;AVILA,0.48,21:54:06,98.35,47.208
PADRE KELMON,0.07,21:54:06,98.35,6.8845
LÉO PÉRICLES,0.05,21:54:06,98.35,4.9175
SOFIA MANZANO,0.04,21:54:06,98.35,3.934
VERA,0.02,21:54:06,98.35,1.967
CONSTITUINTE EYMAEL,0.01,21:54:06,98.35,0.9835
LULA,48.07,21:54:06,98.35,4727.684499999999
JAIR BOLSONARO,43.51,21:54:06,98.35,4279.2085
SIMONE TEBET,4.19,21:54:06,98.35,412.0865
CIRO GOMES,3.05,21:54:06,98.35,299.9675
SORAYA THRONICKE,0.51,21:54:06,98.35,50.1585
FELIPE D&apos;AVILA,0.48,21:54:06,98.35,47.208
PADRE KELMON,0.07,21:54:06,98.35,6.8845
LÉO PÉRICLES,0.05,21:54:06,98.35,4.9175
SOFIA MANZANO,0.04,21:54:06,98.35,3.934
VERA,0.02,21:54:06,98.35,1.967
CONSTITUINTE EYMAEL,0.01,21:54:06,98.35,0.9835
LULA,48.08,21:55:25,98.38,4730.1104
JAIR BOLSONARO,43.5,21:55:25,98.38,4279.53
SIMONE TEBET,4.19,21:55:25,98.38,412.2122
CIRO GOMES,3.05,21:55:25,98.38,300.059
SORAYA THRONICKE,0.51,21:55:25,98.38,50.1738
FELIPE D&apos;AVILA,0.48,21:55:25,98.38,47.22239999999999
PADRE KELMON,0.07,21:55:25,98.38,6.8866000000000005
LÉO PÉRICLES,0.05,21:55:25,98.38,4.9190000000000005
SOFIA MANZANO,0.04,21:55:25,98.38,3.9352
VERA,0.02,21:55:25,98.38,1.9676
CONSTITUINTE EYMAEL,0.01,21:55:25,98.38,0.9838
LULA,48.08,21:55:25,98.38,4730.1104
JAIR BOLSONARO,43.5,21:55:25,98.38,4279.53
SIMONE TEBET,4.19,21:55:25,98.38,412.2122
CIRO GOMES,3.05,21:55:25,98.38,300.059
SORAYA THRONICKE,0.51,21:55:25,98.38,50.1738
FELIPE D&apos;AVILA,0.48,21:55:25,98.38,47.22239999999999
PADRE KELMON,0.07,21:55:25,98.38,6.8866000000000005
LÉO PÉRICLES,0.05,21:55:25,98.38,4.9190000000000005
SOFIA MANZANO,0.04,21:55:25,98.38,3.9352
VERA,0.02,21:55:25,98.38,1.9676
CONSTITUINTE EYMAEL,0.01,21:55:25,98.38,0.9838
LULA,48.09,21:56:33,98.44,4733.979600000001
JAIR BOLSONARO,43.5,21:56:33,98.44,4282.14
SIMONE TEBET,4.19,21:56:33,98.44,412.4636
CIRO GOMES,3.05,21:56:33,98.44,300.242
SORAYA THRONICKE,0.51,21:56:33,98.44,50.2044
FELIPE D&apos;AVILA,0.48,21:56:33,98.44,47.2512
PADRE KELMON,0.07,21:56:33,98.44,6.8908000000000005
LÉO PÉRICLES,0.05,21:56:33,98.44,4.922000000000001
SOFIA MANZANO,0.04,21:56:33,98.44,3.9376
VERA,0.02,21:56:33,98.44,1.9688
CONSTITUINTE EYMAEL,0.01,21:56:33,98.44,0.9844
LULA,48.09,21:56:33,98.44,4733.979600000001
JAIR BOLSONARO,43.5,21:56:33,98.44,4282.14
SIMONE TEBET,4.19,21:56:33,98.44,412.4636
CIRO GOMES,3.05,21:56:33,98.44,300.242
SORAYA THRONICKE,0.51,21:56:33,98.44,50.2044
FELIPE D&apos;AVILA,0.48,21:56:33,98.44,47.2512
PADRE KELMON,0.07,21:56:33,98.44,6.8908000000000005
LÉO PÉRICLES,0.05,21:56:33,98.44,4.922000000000001
SOFIA MANZANO,0.04,21:56:33,98.44,3.9376
VERA,0.02,21:56:33,98.44,1.9688
CONSTITUINTE EYMAEL,0.01,21:56:33,98.44,0.9844
LULA,48.09,21:56:33,98.44,4733.979600000001
JAIR BOLSONARO,43.5,21:56:33,98.44,4282.14
SIMONE TEBET,4.19,21:56:33,98.44,412.4636
CIRO GOMES,3.05,21:56:33,98.44,300.242
SORAYA THRONICKE,0.51,21:56:33,98.44,50.2044
FELIPE D&apos;AVILA,0.48,21:56:33,98.44,47.2512
PADRE KELMON,0.07,21:56:33,98.44,6.8908000000000005
LÉO PÉRICLES,0.05,21:56:33,98.44,4.922000000000001
SOFIA MANZANO,0.04,21:56:33,98.44,3.9376
VERA,0.02,21:56:33,98.44,1.9688
CONSTITUINTE EYMAEL,0.01,21:56:33,98.44,0.9844
LULA,48.09,21:57:50,98.49,4736.3841
JAIR BOLSONARO,43.49,21:57:50,98.49,4283.3301
SIMONE TEBET,4.19,21:57:50,98.49,412.6731
CIRO GOMES,3.05,21:57:50,98.49,300.3945
SORAYA THRONICKE,0.51,21:57:50,98.49,50.2299
FELIPE D&apos;AVILA,0.48,21:57:50,98.49,47.2752
PADRE KELMON,0.07,21:57:50,98.49,6.8943
LÉO PÉRICLES,0.05,21:57:50,98.49,4.9245
SOFIA MANZANO,0.04,21:57:50,98.49,3.9396
VERA,0.02,21:57:50,98.49,1.9698
CONSTITUINTE EYMAEL,0.01,21:57:50,98.49,0.9849
LULA,48.1,21:58:50,98.53,4739.293000000001
JAIR BOLSONARO,43.48,21:58:50,98.53,4284.0844
SIMONE TEBET,4.19,21:58:50,98.53,412.8407
CIRO GOMES,3.05,21:58:50,98.53,300.5165
SORAYA THRONICKE,0.51,21:58:50,98.53,50.2503
FELIPE D&apos;AVILA,0.48,21:58:50,98.53,47.2944
PADRE KELMON,0.07,21:58:50,98.53,6.897100000000001
LÉO PÉRICLES,0.05,21:58:50,98.53,4.926500000000001
SOFIA MANZANO,0.04,21:58:50,98.53,3.9412
VERA,0.02,21:58:50,98.53,1.9706
CONSTITUINTE EYMAEL,0.01,21:58:50,98.53,0.9853
LULA,48.1,21:58:50,98.53,4739.293000000001
JAIR BOLSONARO,43.48,21:58:50,98.53,4284.0844
SIMONE TEBET,4.19,21:58:50,98.53,412.8407
CIRO GOMES,3.05,21:58:50,98.53,300.5165
SORAYA THRONICKE,0.51,21:58:50,98.53,50.2503
FELIPE D&apos;AVILA,0.48,21:58:50,98.53,47.2944
PADRE KELMON,0.07,21:58:50,98.53,6.897100000000001
LÉO PÉRICLES,0.05,21:58:50,98.53,4.926500000000001
SOFIA MANZANO,0.04,21:58:50,98.53,3.9412
VERA,0.02,21:58:50,98.53,1.9706
CONSTITUINTE EYMAEL,0.01,21:58:50,98.53,0.9853
LULA,48.1,21:58:50,98.53,4739.293000000001
JAIR BOLSONARO,43.48,21:58:50,98.53,4284.0844
SIMONE TEBET,4.19,21:58:50,98.53,412.8407
CIRO GOMES,3.05,21:58:50,98.53,300.5165
SORAYA THRONICKE,0.51,21:58:50,98.53,50.2503
FELIPE D&apos;AVILA,0.48,21:58:50,98.53,47.2944
PADRE KELMON,0.07,21:58:50,98.53,6.897100000000001
LÉO PÉRICLES,0.05,21:58:50,98.53,4.926500000000001
SOFIA MANZANO,0.04,21:58:50,98.53,3.9412
VERA,0.02,21:58:50,98.53,1.9706
CONSTITUINTE EYMAEL,0.01,21:58:50,98.53,0.9853
LULA,48.11,22:00:09,98.54,4740.7594
JAIR BOLSONARO,43.48,22:00:09,98.54,4284.5192
SIMONE TEBET,4.19,22:00:09,98.54,412.8826000000001
CIRO GOMES,3.05,22:00:09,98.54,300.547
SORAYA THRONICKE,0.51,22:00:09,98.54,50.2554
FELIPE D&apos;AVILA,0.48,22:00:09,98.54,47.2992
PADRE KELMON,0.07,22:00:09,98.54,6.897800000000001
LÉO PÉRICLES,0.05,22:00:09,98.54,4.9270000000000005
SOFIA MANZANO,0.04,22:00:09,98.54,3.9416
VERA,0.02,22:00:09,98.54,1.9708
CONSTITUINTE EYMAEL,0.01,22:00:09,98.54,0.9854
LULA,48.11,22:00:09,98.54,4740.7594
JAIR BOLSONARO,43.48,22:00:09,98.54,4284.5192
SIMONE TEBET,4.19,22:00:09,98.54,412.8826000000001
CIRO GOMES,3.05,22:00:09,98.54,300.547
SORAYA THRONICKE,0.51,22:00:09,98.54,50.2554
FELIPE D&apos;AVILA,0.48,22:00:09,98.54,47.2992
PADRE KELMON,0.07,22:00:09,98.54,6.897800000000001
LÉO PÉRICLES,0.05,22:00:09,98.54,4.9270000000000005
SOFIA MANZANO,0.04,22:00:09,98.54,3.9416
VERA,0.02,22:00:09,98.54,1.9708
CONSTITUINTE EYMAEL,0.01,22:00:09,98.54,0.9854
LULA,48.11,22:00:09,98.54,4740.7594
JAIR BOLSONARO,43.48,22:00:09,98.54,4284.5192
SIMONE TEBET,4.19,22:00:09,98.54,412.8826000000001
CIRO GOMES,3.05,22:00:09,98.54,300.547
SORAYA THRONICKE,0.51,22:00:09,98.54,50.2554
FELIPE D&apos;AVILA,0.48,22:00:09,98.54,47.2992
PADRE KELMON,0.07,22:00:09,98.54,6.897800000000001
LÉO PÉRICLES,0.05,22:00:09,98.54,4.9270000000000005
SOFIA MANZANO,0.04,22:00:09,98.54,3.9416
VERA,0.02,22:00:09,98.54,1.9708
CONSTITUINTE EYMAEL,0.01,22:00:09,98.54,0.9854
LULA,48.11,22:01:19,98.58,4742.6838
JAIR BOLSONARO,43.47,22:01:19,98.58,4285.2726
SIMONE TEBET,4.19,22:01:19,98.58,413.0502
CIRO GOMES,3.05,22:01:19,98.58,300.669
SORAYA THRONICKE,0.51,22:01:19,98.58,50.2758
FELIPE D&apos;AVILA,0.48,22:01:19,98.58,47.3184
